#{"t_start": 1776952293.2457862, "env_id": "HalfCheetah-v5"}
r,l,t
3924.554991,1000,146.127146
3836.688594,1000,146.459907
2278.133164,1000,146.568155
2857.299044,1000,146.903515
3881.894477,1000,147.009574
3862.629248,1000,147.342576
3896.712559,1000,147.448307
4024.713556,1000,147.553653
4065.571441,1000,147.887995
2660.90685,1000,147.993433
2395.731088,1000,148.328946
3704.710471,1000,148.435092
2545.281216,1000,148.769087
3776.736313,1000,148.875006
2635.89675,1000,149.209605
2298.441797,1000,149.315945
1623.439827,1000,149.650275
3872.823108,1000,149.7551
3968.120908,1000,150.089666
3215.204337,1000,150.19621
3815.240585,1000,150.531425
2697.80836,1000,150.637592
2237.071811,1000,150.971926
3905.810401,1000,151.077336
3569.858281,1000,151.411081
3284.286723,1000,151.517048
3993.867466,1000,151.851184
3964.892036,1000,151.956734
3404.518221,1000,152.29004
3845.200772,1000,152.395907
3302.013834,1000,152.728649
3644.800963,1000,152.833789
2559.158027,1000,153.167215
2693.161457,1000,153.273585
4056.145888,1000,153.605848
4240.266068,1000,153.711232
4003.31441,1000,154.043836
2756.287352,1000,154.149868
4094.751971,1000,154.482772
4089.836975,1000,154.588651
3907.167484,1000,154.922346
2026.010089,1000,155.030383
3646.703339,1000,155.36587
3677.684699,1000,155.471319
3923.992788,1000,155.805109
3453.288205,1000,155.911492
3945.410711,1000,156.244976
2069.424319,1000,156.351604
3957.125006,1000,156.688201
3896.478003,1000,156.794207
1948.093825,1000,156.900185
4178.258677,1000,157.247362
2820.240576,1000,157.353063
1930.792049,1000,157.687325
1893.019268,1000,157.793206
3735.395348,1000,158.126123
3749.152724,1000,158.231611
4166.94151,1000,158.56455
4174.55149,1000,158.66968
3120.812574,1000,159.002458
4214.216817,1000,159.107504
3925.134377,1000,159.440019
2670.14215,1000,159.54592
2110.931249,1000,159.879998
3899.30933,1000,159.985243
4076.569004,1000,160.320342
4086.710471,1000,160.425581
2689.847673,1000,160.759586
2848.876157,1000,160.865177
4036.564572,1000,161.198268
3850.17138,1000,161.304312
4192.167556,1000,161.638639
4114.786658,1000,161.743438
1777.706507,1000,162.077329
1687.145297,1000,162.183364
4077.712057,1000,162.516666
4042.28535,1000,162.622251
1970.799236,1000,162.956237
4173.273312,1000,163.063715
3671.710171,1000,163.398331
4193.641256,1000,163.504957
4293.900358,1000,163.838072
3934.294797,1000,163.942797
4094.948405,1000,164.276986
2334.306179,1000,164.382707
4200.979619,1000,164.715658
4204.576506,1000,164.8206
4255.781131,1000,165.155057
4205.533555,1000,165.260828
4191.643915,1000,165.595383
3022.698263,1000,165.70092
4181.369934,1000,165.806149
4275.499114,1000,166.140614
4009.049901,1000,166.245607
1972.714175,1000,166.582801
2271.386391,1000,166.689182
2370.038394,1000,167.024185
2804.723054,1000,167.130107
3550.837276,1000,167.465331
4286.204361,1000,167.571526
3093.976612,1000,167.906293
4010.018394,1000,168.011647
4263.437403,1000,168.346278
4138.444377,1000,168.452588
4063.531296,1000,168.787037
2707.840684,1000,168.893199
4249.569216,1000,169.227029
4406.571665,1000,169.332469
4310.997345,1000,169.66611
4440.417453,1000,169.770859
4181.037529,1000,170.10522
2967.780473,1000,170.211251
2385.905164,1000,170.546316
4154.224139,1000,170.651857
4146.176968,1000,170.985956
3308.029192,1000,171.09109
4428.399354,1000,171.426369
3568.051635,1000,171.533375
3184.696392,1000,171.869473
1553.938057,1000,171.975211
4299.100585,1000,172.309572
4100.696695,1000,172.415906
3998.971317,1000,172.751111
4434.361268,1000,172.857254
4370.89307,1000,173.192305
2658.956609,1000,173.298371
1972.537468,1000,173.632985
2799.523822,1000,173.738339
2008.892152,1000,174.072166
4121.991795,1000,174.177979
1704.227802,1000,174.512454
1735.65505,1000,174.619006
4134.431429,1000,174.953629
2614.081837,1000,175.0597
2607.404491,1000,175.164728
3234.330115,1000,175.499011
4386.720534,1000,175.604542
4255.634409,1000,175.938921
2717.545508,1000,176.044382
4346.377677,1000,176.383585
3504.864096,1000,176.489307
4451.805106,1000,176.825939
4299.283253,1000,176.931386
4217.228049,1000,177.267196
2169.111472,1000,177.374391
4440.894406,1000,177.710851
4115.536653,1000,177.81702
4144.724735,1000,178.152204
1841.424264,1000,178.258192
2489.927062,1000,178.594315
4147.637889,1000,178.699567
4529.487992,1000,179.033937
4057.638795,1000,179.139501
2114.183716,1000,179.476368
4316.58869,1000,179.583475
3060.647019,1000,179.919118
4477.447908,1000,180.024466
4423.254527,1000,180.360182
4495.473503,1000,180.465838
4306.009874,1000,180.800107
4409.645684,1000,180.905932
3407.966005,1000,181.240024
4306.233782,1000,181.347913
4245.693383,1000,181.682305
2380.37646,1000,181.788727
2718.85574,1000,182.122871
2516.286265,1000,182.228255
2656.425121,1000,182.561777
4516.486891,1000,182.668007
1574.751901,1000,183.002654
4143.877568,1000,183.108432
3180.777599,1000,183.441935
4192.66798,1000,183.547206
2736.830107,1000,183.885179
4078.101594,1000,183.99181
2456.709018,1000,184.326963
2034.028024,1000,184.433606
3160.851095,1000,184.539409
4278.405616,1000,184.873544
4215.504715,1000,184.978302
4450.552355,1000,185.312204
4316.076399,1000,185.416886
4196.593481,1000,185.750893
3656.744203,1000,185.856096
3652.676461,1000,186.190477
4216.929919,1000,186.296222
4000.534629,1000,186.633483
1872.495803,1000,186.740508
2051.37951,1000,187.076806
4138.160111,1000,187.182916
1594.954708,1000,187.518135
4211.841642,1000,187.624093
4173.623683,1000,187.958564
4196.228596,1000,188.064017
3066.507769,1000,188.398797
2999.620051,1000,188.504802
4473.541194,1000,188.839372
2928.29787,1000,188.945227
4177.415104,1000,189.279433
4141.304897,1000,189.384915
4322.578008,1000,189.718704
4057.661941,1000,189.823996
4294.8081,1000,190.157867
4443.21872,1000,190.264138
1885.155714,1000,190.600397
4498.626072,1000,190.705314
4210.092789,1000,191.040008
2040.229021,1000,191.146015
2016.7044,1000,191.480941
4434.708648,1000,191.587045
4324.06163,1000,191.921498
2637.084136,1000,192.027827
4165.296076,1000,192.362375
4384.264646,1000,192.468065
3672.809939,1000,192.802799
2720.2077,1000,192.908149
4362.859704,1000,193.241762
4466.802371,1000,193.347787
2490.277695,1000,193.682737
3866.588173,1000,193.790136
2148.786137,1000,193.896771
2158.553094,1000,194.230879
4331.092496,1000,194.336063
2645.700644,1000,194.670758
4480.1064,1000,194.776709
4447.900575,1000,195.111085
2011.084315,1000,195.21696
3296.099317,1000,195.553547
3001.989368,1000,195.660088
4584.745982,1000,195.996105
4248.829733,1000,196.10235
2727.305172,1000,196.437091
3291.18622,1000,196.543814
3484.75188,1000,196.88027
2299.870579,1000,196.986022
4545.315115,1000,197.320544
4447.77141,1000,197.426108
4484.998934,1000,197.760887
2424.474183,1000,197.867055
2351.962361,1000,198.202578
1909.910129,1000,198.309086
2586.453475,1000,198.64393
4131.497506,1000,198.749929
3193.862753,1000,199.084626
4563.165378,1000,199.189815
3844.016502,1000,199.523424
3144.585783,1000,199.629007
4484.837995,1000,199.963336
4340.773386,1000,200.069421
4410.766307,1000,200.404721
2356.202088,1000,200.510767
4473.882128,1000,200.846114
4289.857411,1000,200.952585
4569.23929,1000,201.288162
4585.158829,1000,201.393721
4335.950852,1000,201.728032
4443.011416,1000,201.834048
4759.130049,1000,202.167034
1760.211112,1000,202.273504
2383.975386,1000,202.607743
4101.738285,1000,202.713571
4315.632997,1000,203.047779
4460.820155,1000,203.154073
2539.23251,1000,203.259439
4647.032025,1000,203.593285
4356.113688,1000,203.699169
2429.526685,1000,204.034228
2465.821579,1000,204.140027
4684.962255,1000,204.474453
4230.970841,1000,204.579633
4494.527848,1000,204.915769
4180.61397,1000,205.021631
4394.468221,1000,205.355043
4488.163695,1000,205.460558
4742.569071,1000,205.795978
3081.235417,1000,205.903297
2503.058918,1000,206.237754
1793.856685,1000,206.343363
4212.405011,1000,206.679621
3862.6029,1000,206.785873
4483.321176,1000,207.121182
1701.215608,1000,207.227641
2089.03922,1000,207.562589
4456.349532,1000,207.668873
4412.803345,1000,208.00284
4455.056455,1000,208.108862
4313.337322,1000,208.442887
4396.434965,1000,208.548624
4490.216897,1000,208.882544
4452.664138,1000,208.988113
1869.264552,1000,209.322729
2071.360862,1000,209.429289
4293.873792,1000,209.762849
1902.556454,1000,209.868914
4454.622684,1000,210.202803
3502.139527,1000,210.309492
4491.148874,1000,210.643384
2151.471827,1000,210.749432
2420.574122,1000,211.083217
1772.996912,1000,211.189087
4701.753128,1000,211.520348
4514.277081,1000,211.625101
4446.049615,1000,211.959079
4237.176377,1000,212.06462
4656.498848,1000,212.397743
1817.181294,1000,212.504516
4677.726048,1000,212.609597
2416.250887,1000,212.944275
3934.575964,1000,213.049476
2912.61485,1000,213.383409
2261.054113,1000,213.48882
4612.624334,1000,213.822227
4006.517511,1000,213.927536
3170.534329,1000,214.261455
4423.19221,1000,214.367248
2163.513301,1000,214.701076
4523.095733,1000,214.80551
4630.395056,1000,215.139151
4772.99675,1000,215.244525
